program_name|program_slug|course_name|course_number|course_rubric|requirement|component
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Applied Technical Statistics|3360|TMTH|Mathematics|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Statistical Applications|3307|MATH|Mathematics|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Introductory General Physics I|1301|PHYS|Life & Physical Sciences (Includes university core)|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| General Physics Laboratory I|1101|PHYS|Life & Physical Sciences (Includes university core)|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Introductory General Physics II|1302|PHYS|Life & Physical Sciences (Includes university core)|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| General Physics Laboratory II|1102|PHYS|Life & Physical Sciences (Includes university core)|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Technical Communications|3363|TELS|Writing in the Discipline (3 semester hours)|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Organizational Leadership and Supervision|3340|TELS|General Technology Requirements|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Organizational Decisions in Technology|3300|HDCS|General Technology Requirements|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Materials and Processes I|1364|MECT|General Technology Requirements|Program Requirements
Electrical Power Engineering Technology, B.S.|electrical-power-engineering-technology-b-s| Computer-Aided Drafting I|3341|MECT|General Technology Requirements|Program Requirements
English, B.A.|english-b-a| Introduction to Literary Studies|3301|ENGL|1. Requirements:|Concentration in Literature
English, B.A.|english-b-a| The British Novel Before 1832|3317|ENGL|1. Three hours in British literature before 1798|Concentration in Linguistics
English, B.A.|english-b-a| Masterpieces of British Literature to the Eighteenth Century|3327|ENGL|1. Three hours in British literature before 1798|Concentration in Linguistics
English, B.A.|english-b-a| Introduction to the Study of Language|4300|ENGL|2. Six hours|Concentration in Linguistics
English, B.A.|english-b-a| Introduction to Syntax|4305|ENGL|2. Six hours|Concentration in Linguistics
English, B.A.|english-b-a| History of the English Language|4310|ENGL|3. Nine hours from|Concentration in Linguistics
English, B.A.|english-b-a| Sociolinguistics|4315|ENGL|3. Nine hours from|Concentration in Linguistics
English, B.A.|english-b-a| Grammar and Usage|4322|ENGL|3. Nine hours from|Concentration in Linguistics
English, B.A.|english-b-a| Selected Topics in English|3396|ENGL|3. Nine hours from|Concentration in Linguistics
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Entrepreneurship|3310|ENTR|Entrepreneurship (36 Credit Hours)|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Entrepreneurial Revenue|4320|ENTR|Entrepreneurship (36 Credit Hours)|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Entrepreneurial Costs and Budgets|4330|ENTR|Entrepreneurship (36 Credit Hours)|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Entrepreneurial Capital|4340|ENTR|Entrepreneurship (36 Credit Hours)|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Entrepreneurial Strategy|4350|ENTR|Entrepreneurship (36 Credit Hours)|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Business Plan and Implementation|4360|ENTR|Entrepreneurship (36 Credit Hours)|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Entrepreneurial Values and Leadership|4110|ENTR|Entrepreneurship (36 Credit Hours)|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| First Year Writing I|1303|ENGL|UH Core Courses & College Requirements|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| First Year Writing II|1304|ENGL|UH Core Courses & College Requirements|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Connecting Bauer to Business|3302|GENB|UH Core Courses & College Requirements|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Introduction to Psychology|1300|PSYC|UH Core Courses & College Requirements|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Introduction to Sociology|1300|SOC|UH Core Courses & College Requirements|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Introduction to Computers and Management Information Systems|3300|MIS|Pre-Business Courses|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Finite Math with Applications|1313|MATH|Pre-Business Courses|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Calculus for Business and the Life Sciences|1314|MATH|Pre-Business Courses|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Calculus I|1431|MATH|Pre-Business Courses|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a|Financial|2331|ACCT|Pre-Business Courses|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Accounting Principles 2 -Managerial|2332|ACCT|Pre-Business Courses|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Microeconomic Principles|2304|ECON|Pre-Business Courses|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Macroeconomic Principles|2305|ECON|Pre-Business Courses|Additional Requirements
Entrepreneurship, B.B.A.|entrepreneurship-b-b-a| Statistical Analysis for Business Applications I|3331|STAT|Statistics 3331 - Statistical Analysis for Business Applications|Additional Requirements
